ID,TAXONOMY,IS_HCP
120896,-1,0
120897,207RH0003X,1
120898,-1,0
120899,-1,0
120900,-1,0
120901,-1,0
120902,207T00000X,1
120903,-1,0
120904,-1,0
120905,207RG0100X,1
120906,-1,0
120907,-1,0
120908,-1,0
120909,2084N0400X,1
120910,-1,0
120911,-1,0
120912,-1,0
120913,2084N0400X,1
120914,2084P0800X,1
120915,-1,0
120916,2084N0400X,1
120917,-1,0
120918,-1,0
120919,-1,0
120920,-1,0
120921,-1,0
120922,2084P0800X,1
120923,-1,0
120924,-1,0
120925,-1,0
120926,207RI0200X,1
120927,-1,0
120928,2084N0400X,1
120929,-1,0
120930,-1,0
120931,-1,0
120932,207RG0100X,1
120933,-1,0
120934,2084N0400X,1
120935,-1,0
120936,-1,0
120937,-1,0
120938,2084N0400X,1
120939,-1,0
120940,2084N0400X,1
120941,-1,0
120942,2084N0400X,1
120943,-1,0
120944,-1,0
120945,2084P0800X,1
120946,2084P0800X,1
120947,207Q00000X,1
120948,-1,0
120949,2084N0400X,1
120950,2084P0800X,1
120951,-1,0
120952,-1,0
120953,2084N0400X,1
120954,207R00000X,1
120955,-1,0
120956,-1,0
120957,-1,1
120958,-1,0
120959,-1,0
120960,-1,0
120961,207R00000X,1
120962,-1,0
120963,-1,0
120964,2084N0400X,1
120965,2084N0400X,1
120966,-1,0
120967,-1,0
120968,207Q00000X,1
120969,-1,0
120970,-1,0
120971,207T00000X,1
120972,207R00000X,1
120973,-1,0
120974,-1,0
120975,-1,0
120976,-1,0
120977,-1,0
120978,-1,0
120979,-1,0
120980,2084N0400X,1
120981,-1,0
120982,-1,0
120983,-1,0
120984,-1,0
120985,2084P0800X,1
120986,2084N0600X,1
120987,-1,0
120988,2084N0400X,1
120989,-1,0
120990,-1,0
120991,2084P0800X,1
120992,-1,0
120993,2084F0202X,1
120994,-1,1
120995,-1,0
120996,-1,0
120997,-1,0
120998,-1,0
120999,-1,0
121000,2084N0400X,1
121001,-1,0
121002,-1,0
121003,-1,0
121004,2084P0800X,1
121005,2084P0800X,1
121006,-1,0
121007,-1,0
121008,-1,0
121009,-1,0
121010,-1,0
121011,-1,0
121012,207Q00000X,1
121013,208M00000X,1
121014,-1,0
121015,-1,0
121016,-1,1
121017,-1,0
121018,-1,0
121019,-1,0
121020,2084P0804X,1
121021,-1,0
121022,-1,0
121023,-1,0
121024,-1,0
121025,2084N0400X,1
121026,2084N0400X,1
121027,-1,0
121028,-1,0
121029,2084P0800X,1
121030,-1,0
121031,207T00000X,1
121032,-1,0
121033,207Q00000X,1
121034,207Q00000X,1
121035,-1,0
121036,-1,0
121037,2084P0800X,1
121038,-1,0
121039,-1,0
121040,-1,0
121041,-1,0
121042,-1,0
121043,-1,0
121044,-1,0
121045,-1,0
121046,-1,0
121047,-1,0
121048,-1,0
121049,-1,0
121050,-1,0
121051,-1,0
121052,2084P0800X,1
121053,207R00000X,1
121054,-1,0
121055,-1,0
121056,-1,0
121057,-1,0
121058,-1,0
121059,-1,0
121060,-1,0
121061,207R00000X,1
121062,-1,0
121063,-1,0
121064,2084P0800X,1
121065,-1,0
121066,-1,0
121067,-1,0
121068,-1,0
121069,2084P0805X,1
121070,-1,0
121071,-1,1
121072,2084P0800X,1
121073,-1,0
121074,-1,0
121075,-1,0
121076,-1,0
121077,-1,0
121078,-1,0
121079,-1,0
121080,-1,0
121081,-1,0
121082,-1,0
121083,-1,0
121084,2084P0800X,1
121085,-1,0
121086,-1,0
121087,-1,0
121088,207Q00000X,1
121089,-1,0
121090,-1,0
121091,-1,0
121092,-1,0
121093,208M00000X,1
121094,-1,0
121095,-1,0
121096,-1,1
121097,-1,0
121098,-1,0
121099,-1,0
121100,2084N0400X,1
121101,-1,1
121102,-1,0
121103,363A00000X,1
121104,-1,0
121105,-1,0
121106,-1,0
121107,-1,0
121108,-1,0
121109,174400000X,1
121110,-1,0
121111,-1,0
121112,2084P0804X,1
121113,207T00000X,1
121114,-1,0
121115,2084P0800X,1
121116,-1,0
121117,-1,0
121118,-1,0
121119,-1,0
121120,-1,0
121121,-1,0
121122,-1,0
121123,2084N0400X,1
121124,-1,0
121125,2084P0800X,1
121126,207NS0135X,1
121127,-1,0
121128,-1,0
121129,-1,0
121130,-1,0
121131,-1,0
121132,-1,0
121133,-1,0
121134,2084P0804X,1
121135,-1,0
121136,-1,1
121137,-1,0
121138,2084N0400X,1
121139,-1,0
121140,-1,0
121141,-1,0
121142,-1,0
121143,2084P0800X,1
121144,208000000X,1
121145,207RC0000X,1
121146,-1,0
121147,207Q00000X,1
121148,-1,0
121149,2084P0800X,1
121150,207R00000X,1
121151,-1,0
121152,207Q00000X,1
121153,2084P0800X,1
121154,-1,0
121155,-1,0
121156,-1,0
121157,-1,0
121158,-1,0
121159,-1,0
121160,2084N0400X,1
121161,-1,0
121162,207Q00000X,1
121163,-1,0
121164,-1,0
121165,-1,0
121166,-1,0
121167,-1,0
121168,-1,0
121169,-1,0
121170,-1,0
121171,-1,0
121172,2084N0400X,1
121173,2084P0800X,1
121174,-1,0
121175,-1,0
121176,-1,0
121177,-1,0
121178,-1,0
121179,207P00000X,1
121180,2084P0804X,1
121181,-1,0
121182,-1,0
121183,-1,0
121184,-1,0
121185,-1,0
121186,-1,0
121187,207R00000X,1
121188,2084V0102X,1
121189,-1,0
121190,-1,0
121191,-1,0
121192,-1,0
121193,-1,0
121194,-1,0
121195,-1,0
121196,-1,0
121197,2084P0800X,1
121198,-1,0
121199,-1,0
121200,2085R0001X,1
121201,-1,0
121202,207RG0300X,1
121203,2084P0804X,1
121204,-1,0
121205,-1,0
121206,-1,0
121207,-1,0
121208,-1,0
121209,2084N0402X,1
121210,-1,0
121211,-1,0
121212,-1,0
121213,-1,0
121214,-1,0
121215,-1,0
121216,207T00000X,1
121217,-1,0
121218,2084N0400X,1
121219,-1,0
121220,-1,0
121221,-1,1
121222,-1,0
121223,2084N0400X,1
121224,2084P0800X,1
121225,2084N0400X,1
121226,-1,0
121227,2084P0800X,1
121228,-1,0
121229,-1,0
121230,-1,0
121231,-1,0
121232,-1,0
121233,-1,0
121234,-1,0
121235,207W00000X,1
121236,-1,0
121237,-1,0
121238,207Q00000X,1
121239,2084P0800X,1
121240,-1,0
121241,207T00000X,1
121242,-1,0
121243,-1,0
121244,-1,1
121245,-1,0
121246,-1,0
121247,-1,0
121248,2084N0402X,1
121249,-1,0
121250,-1,0
121251,-1,0
121252,-1,0
121253,-1,0
121254,-1,0
121255,-1,0
121256,2084P0800X,1
121257,-1,0
121258,-1,0
121259,-1,0
121260,-1,0
121261,2084P0805X,1
121262,2084N0400X,1
121263,-1,0
121264,-1,0
121265,-1,0
121266,-1,0
121267,-1,0
121268,-1,0
121269,207RH0003X,1
121270,208100000X,1
121271,2084P0800X,1
121272,-1,0
121273,2084P0800X,1
121274,207Q00000X,1
121275,-1,0
121276,2084P0800X,1
121277,-1,0
121278,-1,0
121279,-1,0
121280,-1,0
121281,2084P0800X,1
121282,2084P0800X,1
121283,-1,0
121284,-1,1
121285,-1,0
121286,207RG0100X,1
121287,-1,0
121288,2084P0800X,1
121289,-1,0
121290,-1,0
121291,-1,0
121292,-1,0
121293,-1,0
121294,-1,0
121295,-1,0
121296,207R00000X,1
121297,-1,0
121298,-1,0
121299,2084N0400X,1
121300,-1,0
121301,-1,0
121302,-1,0
121303,2084N0400X,1
121304,207RP1001X,1
121305,2084P0800X,1
121306,207R00000X,1
121307,-1,0
121308,-1,0
121309,-1,0
121310,-1,0
121311,-1,0
121312,207R00000X,1
121313,-1,0
121314,207RP1001X,1
121315,-1,0
121316,-1,0
121317,-1,0
121318,-1,0
121319,-1,0
121320,-1,0
121321,-1,0
121322,207P00000X,1
121323,-1,0
121324,-1,0
121325,2084N0400X,1
121326,-1,0
121327,2084N0400X,1
121328,-1,0
121329,-1,0
121330,-1,0
121331,-1,0
121332,-1,0
121333,2084P0800X,1
121334,-1,0
121335,363LF0000X,1
121336,2084N0400X,1
121337,-1,0
121338,-1,0
121339,207RC0200X,1
121340,-1,0
121341,-1,0
121342,-1,0
121343,-1,0
121344,-1,0
121345,-1,0
121346,-1,0
121347,-1,0
121348,-1,0
121349,-1,0
121350,2084N0400X,1
121351,-1,0
121352,-1,0
121353,-1,0
121354,-1,0
121355,2084P0800X,1
121356,-1,0
121357,-1,1
121358,208000000X,1
121359,2084P0800X,1
121360,-1,0
121361,207QG0300X,1
121362,207Q00000X,1
121363,-1,0
121364,-1,0
121365,-1,0
121366,2084N0400X,1
121367,-1,0
121368,-1,0
121369,-1,0
121370,-1,0
121371,-1,0
121372,-1,0
121373,-1,0
121374,2084P0800X,1
121375,-1,1
121376,-1,0
121377,-1,0
121378,-1,0
121379,2080P0008X,1
121380,207RR0500X,1
121381,-1,0
121382,-1,0
121383,-1,0
121384,-1,0
121385,-1,0
121386,-1,0
121387,-1,0
121388,2084N0400X,1
121389,207Q00000X,1
121390,2084P0800X,1
121391,-1,0
121392,2084N0400X,1
121393,-1,0
121394,-1,0
121395,207R00000X,1
121396,-1,1
121397,-1,0
121398,207P00000X,1
121399,-1,0
121400,-1,0
121401,-1,0
121402,-1,0
121403,207T00000X,1
121404,-1,0
121405,-1,0
121406,-1,0
121407,-1,0
121408,-1,0
121409,-1,0
121410,2084P0800X,1
121411,-1,0
121412,-1,0
121413,-1,0
121414,-1,0
121415,-1,0
121416,2084P0800X,1
121417,-1,0
121418,-1,0
121419,2084P0800X,1
121420,-1,0
121421,-1,0
121422,-1,0
121423,-1,0
121424,-1,0
121425,-1,0
121426,-1,0
121427,-1,0
121428,-1,0
121429,-1,0
121430,2084N0402X,1
121431,207R00000X,1
121432,-1,0
121433,-1,1
121434,-1,0
121435,-1,0
121436,-1,0
121437,-1,0
121438,-1,0
121439,-1,0
121440,-1,0
121441,-1,0
121442,2084N0400X,1
121443,-1,0
121444,2084P0800X,1
121445,-1,0
121446,2084P0800X,1
121447,207N00000X,1
121448,-1,0
121449,-1,0
121450,2084P0800X,1
121451,2084P0800X,1
121452,2084N0400X,1
121453,-1,0
121454,-1,0
121455,207R00000X,1
121456,207R00000X,1
121457,-1,0
121458,-1,0
121459,2084P0802X,1
121460,-1,0
121461,-1,0
121462,-1,0
121463,-1,0
121464,-1,0
121465,-1,0
121466,-1,0
121467,-1,0
121468,2084P0800X,1
121469,-1,1
121470,-1,0
121471,-1,0
121472,207RI0200X,1
121473,-1,0
121474,-1,0
121475,-1,0
121476,-1,0
121477,208M00000X,1
121478,2084N0400X,1
121479,-1,0
121480,2084N0400X,1
121481,-1,0
121482,-1,0
121483,2084P0800X,1
121484,-1,0
121485,-1,0
121486,2084P0800X,1
121487,-1,0
121488,-1,0
121489,-1,1
121490,-1,0
121491,-1,0
121492,207P00000X,1
121493,2084P0800X,1
121494,207Q00000X,1
121495,-1,0
121496,-1,0
121497,-1,0
121498,-1,0
121499,-1,0
121500,2084P0800X,1
121501,-1,0
121502,-1,0
121503,2084N0600X,1
121504,207R00000X,1
121505,-1,0
121506,-1,0
121507,2084P0804X,1
121508,-1,0
121509,-1,0
121510,-1,0
121511,-1,0
121512,-1,0
121513,-1,0
121514,-1,0
121515,-1,0
121516,-1,0
121517,-1,0
121518,-1,0
121519,207Q00000X,1
121520,-1,0
121521,2084P0800X,1
121522,-1,0
121523,207Q00000X,1
121524,-1,0
121525,-1,0
121526,-1,0
121527,-1,0
121528,207R00000X,1
121529,-1,0
121530,-1,0
121531,-1,0
121532,-1,0
121533,-1,0
121534,-1,0
121535,2084P0800X,1
121536,-1,0
121537,-1,0
121538,-1,0
121539,-1,0
121540,-1,0
121541,-1,0
121542,2084P0800X,1
121543,2084P0800X,1
121544,-1,0
121545,-1,0
121546,-1,0
121547,-1,0
121548,207Q00000X,1
121549,-1,0
121550,-1,0
121551,-1,0
121552,-1,0
121553,-1,0
121554,207Q00000X,1
121555,-1,0
121556,-1,0
121557,-1,0
121558,207Q00000X,1
121559,-1,0
121560,-1,0
121561,-1,0
121562,-1,0
121563,-1,0
121564,-1,0
121565,-1,0
121566,-1,0
121567,-1,0
121568,-1,0
121569,207W00000X,1
121570,2084P0804X,1
121571,-1,0
121572,-1,0
121573,-1,0
121574,2084P0804X,1
121575,-1,1
121576,-1,0
121577,207RH0000X,1
121578,207R00000X,1
121579,2084P0800X,1
121580,207R00000X,1
121581,207RC0000X,1
121582,-1,1
121583,-1,0
121584,-1,0
121585,-1,0
121586,-1,0
121587,-1,0
121588,-1,0
121589,2084P0800X,1
121590,2084P0800X,1
121591,207RH0003X,1
121592,-1,0
121593,-1,0
121594,-1,0
121595,2084P0800X,1
121596,2084P0800X,1
121597,-1,0
121598,-1,0
121599,207V00000X,1
121600,-1,0
121601,2084N0400X,1
121602,-1,0
121603,2084N0400X,1
121604,-1,0
121605,207Q00000X,1
121606,2084P0800X,1
121607,-1,0
121608,207R00000X,1
121609,-1,0
121610,207RC0000X,1
121611,-1,0
121612,-1,0
121613,-1,0
121614,2084A0401X,1
121615,-1,0
121616,-1,0
121617,-1,0
121618,-1,0
121619,207Q00000X,1
121620,207RH0003X,1
121621,-1,0
121622,-1,0
121623,-1,0
121624,-1,0
121625,2084P0800X,1
121626,2084N0400X,1
121627,-1,0
121628,-1,0
121629,-1,0
121630,-1,0
121631,-1,0
121632,207Q00000X,1
121633,2084P0800X,1
121634,-1,0
121635,-1,0
121636,-1,0
121637,2084N0400X,1
121638,-1,0
121639,2080P0202X,1
121640,-1,0
121641,-1,0
121642,2084N0400X,1
121643,-1,0
121644,-1,0
121645,363A00000X,1
121646,-1,0
121647,-1,0
121648,-1,0
121649,-1,0
121650,-1,0
121651,207Q00000X,1
121652,-1,0
121653,2084P0800X,1
121654,-1,0
121655,207R00000X,1
121656,-1,1
121657,-1,0
121658,-1,0
121659,-1,0
121660,-1,0
121661,-1,0
121662,-1,0
121663,-1,0
121664,-1,0
121665,-1,0
121666,207N00000X,1
121667,2084N0600X,1
121668,-1,0
121669,-1,0
121670,-1,1
121671,-1,0
121672,-1,0
121673,-1,0
121674,-1,0
121675,-1,0
121676,-1,0
121677,-1,0
121678,-1,0
121679,2084P0800X,1
121680,208G00000X,1
121681,-1,0
121682,-1,0
121683,-1,0
121684,-1,0
121685,-1,0
121686,-1,0
121687,-1,0
121688,207Q00000X,1
121689,-1,0
121690,-1,0
121691,-1,0
121692,2084P0800X,1
121693,2084N0400X,1
121694,2084P0800X,1
121695,-1,0
121696,2084N0400X,1
121697,-1,0
121698,-1,0
121699,-1,0
121700,-1,1
121701,2084P0805X,1
121702,207Q00000X,1
121703,-1,0
121704,-1,0
121705,-1,0
121706,-1,0
121707,-1,0
121708,-1,0
121709,-1,0
121710,-1,0
121711,2084N0400X,1
121712,-1,0
121713,-1,0
121714,-1,0
121715,-1,0
121716,-1,0
121717,-1,0
121718,-1,0
121719,-1,0
121720,-1,0
121721,2084P0800X,1
121722,-1,0
121723,-1,0
121724,-1,0
121725,-1,0
121726,-1,0
121727,207Q00000X,1
121728,207ZP0105X,1
121729,-1,0
121730,-1,0
121731,-1,0
121732,-1,0
121733,-1,0
121734,2084P0800X,1
121735,-1,0
121736,2084D0003X,1
121737,-1,0
121738,-1,0
121739,-1,0
121740,-1,0
121741,-1,0
121742,2084P0804X,1
121743,-1,0
121744,-1,0
121745,-1,0
121746,-1,0
121747,-1,0
121748,-1,0
121749,-1,0
121750,-1,0
121751,-1,0
121752,-1,0
121753,363LF0000X,1
121754,-1,1
121755,-1,0
121756,-1,0
121757,-1,0
121758,-1,0
121759,-1,0
121760,2084P0800X,1
121761,-1,0
121762,2084P0800X,1
121763,2084P0800X,1
121764,207R00000X,1
121765,-1,0
121766,-1,0
121767,-1,0
121768,-1,0
121769,207R00000X,1
121770,-1,0
121771,-1,0
121772,2084P0800X,1
121773,2084N0402X,1
121774,-1,0
121775,-1,0
121776,-1,0
121777,2084N0400X,1
121778,-1,0
121779,2084N0400X,1
121780,-1,0
121781,-1,0
121782,-1,0
121783,2084P0800X,1
121784,-1,0
121785,-1,0
121786,-1,0
121787,-1,0
121788,-1,0
121789,-1,0
121790,-1,0
121791,2084N0400X,1
121792,2084P0800X,1
121793,2084N0400X,1
121794,-1,0
121795,-1,0
121796,-1,0
121797,2084P0800X,1
121798,2084N0402X,1
121799,-1,0
121800,2084N0400X,1
121801,-1,0
121802,208000000X,1
121803,-1,0
121804,-1,0
121805,-1,0
121806,-1,0
121807,-1,0
121808,2084P0800X,1
121809,-1,0
121810,2084N0400X,1
121811,-1,0
121812,-1,0
121813,2084N0400X,1
121814,-1,0
121815,-1,0
121816,208M00000X,1
121817,-1,0
121818,207Q00000X,1
121819,-1,0
121820,-1,0
121821,207Q00000X,1
121822,-1,0
121823,-1,0
121824,-1,0
121825,-1,0
121826,207RG0100X,1
121827,-1,0
121828,-1,0
121829,2084P0800X,1
121830,-1,0
121831,-1,0
121832,2084P0800X,1
121833,-1,0
121834,2084N0400X,1
121835,-1,0
121836,-1,0
121837,-1,0
121838,-1,0
121839,-1,0
121840,-1,0
121841,207P00000X,1
121842,207Q00000X,1
121843,-1,0
121844,-1,0
121845,2084P0800X,1
121846,-1,0
121847,2084A2900X,1
121848,-1,0
121849,2084N0400X,1
121850,-1,0
121851,-1,0
121852,-1,0
121853,-1,0
121854,2084P0800X,1
121855,207Q00000X,1
121856,-1,0
121857,-1,1
121858,-1,0
121859,-1,0
121860,207RP1001X,1
121861,207Q00000X,1
121862,-1,0
121863,-1,0
121864,-1,0
121865,207R00000X,1
121866,-1,0
121867,-1,0
121868,-1,0
121869,-1,0
121870,-1,0
121871,-1,0
121872,-1,0
121873,-1,0
121874,2084P0800X,1
121875,207RH0003X,1
121876,-1,0
121877,-1,0
121878,-1,0
121879,2084P0800X,1
121880,-1,0
121881,-1,0
121882,-1,0
121883,2084N0400X,1
121884,207Q00000X,1
121885,-1,0
121886,-1,0
121887,-1,0
121888,-1,0
121889,-1,0
121890,-1,0
121891,-1,1
121892,-1,0
121893,-1,0
121894,-1,0
121895,-1,0
121896,2084N0400X,1
121897,-1,0
121898,-1,0
121899,-1,0
121900,-1,0
121901,-1,0
121902,-1,0
121903,-1,0
121904,-1,0
121905,-1,0
121906,2084N0400X,1
121907,-1,0
121908,2084N0400X,1
121909,2084P0800X,1
121910,-1,0
121911,2084N0400X,1
121912,363LP0808X,1
121913,-1,0
121914,-1,0
121915,-1,0
121916,2084N0400X,1
121917,-1,0
121918,207Q00000X,1
121919,2084P0800X,1
121920,207R00000X,1
121921,-1,0
121922,-1,0
121923,-1,0
121924,-1,0
121925,-1,0
121926,-1,0
121927,-1,0
121928,-1,0
121929,2084N0400X,1
121930,-1,0
121931,207R00000X,1
121932,-1,0
121933,-1,0
121934,-1,0
121935,207Y00000X,1
121936,-1,0
121937,2084P0800X,1
121938,2084P0800X,1
121939,-1,0
121940,-1,0
121941,-1,0
121942,-1,0
121943,2084P0800X,1
121944,-1,0
121945,-1,0
121946,-1,0
121947,-1,0
121948,-1,0
121949,-1,0
121950,-1,0
121951,207ZP0105X,1
121952,-1,0
121953,-1,0
121954,-1,0
121955,2084N0400X,1
121956,2084P0800X,1
121957,2084P0800X,1
121958,-1,0
121959,-1,0
121960,-1,0
121961,207Q00000X,1
121962,-1,0
121963,-1,0
121964,2084N0400X,1
121965,-1,0
121966,-1,0
121967,-1,0
121968,-1,0
121969,-1,0
121970,363LF0000X,1
121971,-1,0
121972,2084N0400X,1
121973,2084P0800X,1
121974,2084N0400X,1
121975,-1,0
121976,-1,0
121977,-1,0
121978,2084P0800X,1
121979,-1,0
121980,2084N0400X,1
121981,207R00000X,1
121982,-1,0
121983,2084P0800X,1
121984,-1,0
121985,-1,0
121986,-1,0
121987,-1,0
121988,2084N0400X,1
121989,-1,0
121990,-1,0
121991,-1,0
121992,2084N0600X,1
121993,2084P0804X,1
121994,-1,0
121995,-1,0
121996,-1,0
121997,-1,0
121998,2084P0800X,1
121999,2084N0400X,1
122000,207RH0003X,1
122001,-1,0
122002,-1,0
122003,-1,0
122004,-1,0
122005,208000000X,1
122006,-1,0
122007,208000000X,1
122008,-1,0
122009,-1,0
122010,-1,1
122011,2084P0800X,1
122012,-1,0
122013,2084N0400X,1
122014,207Q00000X,1
122015,-1,0
122016,207Q00000X,1
122017,-1,0
122018,-1,0
122019,-1,0
122020,-1,0
122021,2084N0600X,1
122022,207Q00000X,1
122023,-1,0
122024,2084N0400X,1
122025,2084P0800X,1
122026,-1,0
122027,-1,0
122028,-1,0
122029,-1,0
122030,207R00000X,1
122031,-1,0
122032,2084P0800X,1
122033,207RG0100X,1
122034,-1,0
122035,-1,0
122036,-1,0
122037,207Q00000X,1
122038,-1,0
122039,-1,0
122040,-1,0
122041,-1,0
122042,207R00000X,1
122043,-1,0
122044,-1,0
122045,-1,0
122046,-1,0
122047,-1,0
122048,207R00000X,1
122049,2084P0800X,1
122050,-1,0
122051,-1,0
122052,-1,0
122053,-1,0
122054,2084P0800X,1
122055,-1,0
122056,-1,0
122057,-1,0
122058,-1,0
122059,-1,0
122060,2084N0400X,1
122061,-1,0
122062,2084A2900X,1
122063,-1,0
122064,-1,0
122065,-1,0
122066,2084P0800X,1
122067,-1,0
122068,-1,0
122069,-1,0
122070,207R00000X,1
122071,-1,0
122072,-1,0
122073,2084P0800X,1
122074,-1,0
122075,-1,1
122076,-1,0
122077,207RG0100X,1
122078,-1,0
122079,-1,0
122080,-1,0
122081,2084N0600X,1
122082,207R00000X,1
122083,-1,0
122084,-1,0
122085,-1,0
122086,-1,0
122087,2084N0400X,1
122088,-1,0
122089,2084P0800X,1
122090,2084N0400X,1
122091,-1,0
122092,207Q00000X,1
122093,207Q00000X,1
122094,-1,0
122095,-1,0
122096,2084N0400X,1
122097,2084P0800X,1
122098,-1,0
122099,-1,0
122100,-1,0
122101,-1,0
122102,-1,1
122103,363L00000X,1
122104,-1,0
122105,2084N0400X,1
122106,-1,0
122107,-1,0
122108,2084N0400X,1
122109,207R00000X,1
122110,-1,0
122111,-1,0
122112,-1,0
122113,-1,0
122114,-1,0
122115,207ZP0105X,1
122116,-1,0
122117,-1,0
122118,-1,0
122119,-1,0
122120,-1,0
122121,2084P0800X,1
122122,-1,0
122123,-1,0
122124,2084P0800X,1
122125,-1,0
122126,-1,0
122127,-1,0
122128,-1,0
122129,-1,0
122130,146D00000X,1
122131,207RP1001X,1
122132,-1,0
122133,-1,0
122134,2084P0800X,1
122135,-1,0
122136,207R00000X,1
122137,-1,0
122138,-1,0
122139,-1,0
122140,-1,0
122141,-1,0
122142,-1,0
122143,208000000X,1
122144,2084P0800X,1
122145,-1,0
122146,2084N0400X,1
122147,2084P0800X,1
122148,207R00000X,1
122149,-1,0
122150,207Q00000X,1
122151,2084P0800X,1
122152,-1,0
122153,2084N0400X,1
122154,-1,0
122155,-1,0
122156,-1,0
122157,-1,0
122158,2084N0400X,1
122159,-1,0
122160,-1,0
122161,-1,0
122162,-1,0
122163,-1,0
122164,-1,0
122165,-1,0
122166,-1,0
122167,208000000X,1
122168,-1,0
122169,-1,0
122170,-1,0
122171,-1,0
122172,-1,0
122173,-1,0
122174,-1,0
122175,-1,0
122176,2084N0400X,1
122177,-1,0
122178,-1,0
122179,-1,0
122180,207R00000X,1
122181,2084N0400X,1
122182,-1,0
122183,-1,0
122184,-1,0
122185,-1,0
122186,-1,0
122187,-1,0
122188,-1,0
122189,-1,0
122190,-1,0
122191,-1,0
122192,-1,0
122193,-1,0
122194,2084N0400X,1
122195,363LP0808X,1
122196,-1,0
122197,-1,0
122198,-1,0
122199,-1,0
122200,-1,0
122201,-1,0
122202,-1,1
122203,-1,0
122204,-1,0
122205,-1,0
122206,2084P0800X,1
122207,-1,0
122208,-1,0
122209,2084N0400X,1
122210,207ZD0900X,1
122211,-1,0
122212,-1,0
122213,204R00000X,1
122214,-1,0
122215,207R00000X,1
122216,-1,0
122217,2084P0800X,1
122218,-1,0
122219,2084P0800X,1
122220,-1,0
122221,-1,0
122222,-1,0
122223,-1,0
122224,207Q00000X,1
122225,-1,0
122226,-1,0
122227,-1,0
122228,-1,0
122229,207RH0003X,1
122230,-1,0
122231,2084P0800X,1
122232,2084P0800X,1
122233,-1,0
122234,-1,0
122235,-1,0
122236,-1,0
122237,-1,0
122238,2084P0800X,1
122239,207P00000X,1
122240,-1,0
122241,-1,0
122242,-1,0
122243,2084N0400X,1
122244,207N00000X,1
122245,207Q00000X,1
122246,-1,0
122247,207Q00000X,1
122248,-1,0
122249,-1,0
122250,-1,0
122251,-1,0
122252,-1,0
122253,-1,0
122254,-1,0
122255,-1,0
122256,2084N0400X,1
122257,-1,0
122258,-1,0
122259,-1,0
122260,-1,0
122261,-1,0
122262,2084P0800X,1
122263,-1,0
122264,2084N0400X,1
122265,-1,0
122266,207RG0300X,1
122267,-1,0
122268,-1,0
122269,-1,0
122270,-1,0
122271,-1,0
122272,-1,0
122273,-1,0
122274,207Q00000X,1
122275,2084N0400X,1
122276,-1,0
122277,-1,0
122278,-1,0
122279,-1,0
122280,-1,0
122281,-1,0
122282,2084N0400X,1
122283,-1,0
122284,-1,0
122285,-1,0
122286,2084P0800X,1
122287,207R00000X,1
122288,-1,0
122289,-1,0
122290,-1,0
122291,-1,0
122292,-1,0
122293,-1,0
122294,-1,0
122295,-1,0
122296,-1,0
122297,-1,0
122298,-1,0
122299,207R00000X,1
122300,2084N0400X,1
122301,183500000X,1
122302,-1,0
122303,-1,0
122304,-1,0
122305,-1,0
122306,-1,0
122307,2085R0001X,1
122308,-1,0
122309,-1,0
122310,-1,0
122311,-1,0
122312,2084P0800X,1
122313,-1,0
122314,-1,0
122315,-1,0
122316,-1,0
122317,208000000X,1
122318,2084P0800X,1
122319,2084P0800X,1
122320,2084N0400X,1
122321,2084P0800X,1
122322,-1,0
122323,207N00000X,1
122324,207Y00000X,1
122325,-1,0
122326,-1,0
122327,-1,0
122328,207Q00000X,1
122329,-1,0
122330,-1,0
122331,-1,0
122332,-1,0
122333,-1,0
122334,-1,0
122335,-1,0
122336,-1,0
122337,-1,0
122338,-1,0
122339,207ZP0105X,1
122340,-1,0
122341,-1,0
122342,-1,0
122343,-1,0
122344,2084P0800X,1
122345,-1,0
122346,-1,0
122347,-1,0
122348,-1,0
122349,-1,0
122350,-1,0
122351,207ZB0001X,1
122352,-1,0
122353,2084N0400X,1
122354,207RE0101X,1
122355,363A00000X,1
122356,2084N0400X,1
122357,-1,0
122358,-1,0
122359,-1,0
122360,2084N0402X,1
122361,-1,0
122362,-1,0
122363,-1,0
122364,-1,0
122365,208000000X,1
122366,-1,0
122367,-1,0
122368,-1,0
122369,2084N0600X,1
122370,-1,0
122371,-1,0
122372,2084P0800X,1
122373,-1,0
122374,-1,0
122375,-1,0
122376,207Q00000X,1
122377,-1,0
122378,2084P0804X,1
122379,-1,0
122380,-1,0
122381,-1,0
122382,-1,0
122383,-1,0
122384,2084N0400X,1
122385,-1,0
122386,207Q00000X,1
122387,-1,0
122388,-1,0
122389,207Q00000X,1
122390,2084P0800X,1
122391,-1,0
122392,2084N0400X,1
122393,-1,0
122394,-1,0
122395,-1,0
122396,2084P0800X,1
122397,-1,0
122398,-1,0
122399,-1,0
122400,-1,0
122401,-1,0
122402,-1,0
122403,2084P0800X,1
122404,207Q00000X,1
122405,-1,0
122406,-1,0
122407,207RG0100X,1
122408,207Q00000X,1
122409,2084P0800X,1
122410,-1,0
122411,-1,0
122412,207Q00000X,1
122413,207R00000X,1
122414,-1,0
122415,2084N0400X,1
122416,207T00000X,1
122417,-1,0
122418,-1,0
122419,-1,0
122420,207Q00000X,1
122421,-1,0
122422,-1,0
122423,-1,0
122424,2084P0800X,1
122425,-1,0
122426,207Q00000X,1
122427,-1,0
122428,-1,0
122429,-1,0
122430,207R00000X,1
122431,207P00000X,1
